train_loss,val_loss,val_acc
1.2149645006655712,0.9142514898241167,0.6522685476173848
0.9355719250652943,0.8846853473737027,0.6631631631631631
0.8958724325743526,0.860283192855893,0.6704204204204204
0.8736407349821732,0.8400169534719162,0.6782887538701492
0.8572223831521104,0.8243030736242029,0.6847487021905626
0.8452237975599445,0.8216956208151327,0.6856740461391624
0.8343676667536241,0.8136329179477965,0.6894452592127011
0.8251231919794052,0.7977856328153956,0.6948925669855902
0.8162554597373542,0.7876244847072393,0.6981400004655819
0.8086006097886907,0.782804087399529,0.7003515143050026
0.8017104196627478,0.7759732063317273,0.7030402495518775
0.7948444299280841,0.7681846831862302,0.7060723514211886
0.788951627254285,0.7666038480360375,0.7066019507879973
0.7826923012267429,0.7582826978323794,0.7105070186465535
0.7767611238351809,0.750719468103206,0.7128640268175152
0.7718238377378617,0.7429494937868559,0.7155818609306981
0.7656270172693472,0.7391886640541869,0.7169378681006588
0.7605127222922167,0.7381436923205232,0.71790395046209
0.7557709157779873,0.735127514144891,0.7190213469283236
0.7505400639191778,0.7337680630140603,0.7202900574993598
0.7460193819406943,0.7285743184554396,0.7217566403612915
0.7414538628812117,0.7214432574244669,0.7247130851782014
0.7371217154966194,0.7237495855398605,0.7234676537002118
0.7333154730989583,0.7185332851025686,0.725737365272249
0.7286442754484653,0.718520241379843,0.7275414949833554
0.7243720142573619,0.7057420027229789,0.7300963754452127
0.7199401587647299,0.6998576848782914,0.7326919943199013
0.7158966308616292,0.6973187930622585,0.7338326698791815
0.7120601168068623,0.7019062054273059,0.7322962497381102
0.7090787310337746,0.6922083086478925,0.7358754102940149
0.7045214861510886,0.6922309334491087,0.7358637707474917
0.7011469032970205,0.6870575369232221,0.7380461857206043
0.697013633981434,0.6808448336891078,0.7403449961589497
0.6931747718938488,0.6704959195397105,0.7439998137672557
0.6893196649711406,0.6713546359221417,0.7435225923598017
0.6858249161393066,0.6693013778176896,0.7438543194357148
0.6825404226226763,0.6631299273135487,0.7465488744558512
0.6794630953631365,0.6669887102026053,0.7463335428451707
0.6758147016933068,0.6551769988448322,0.7492201503829411
0.6720161506412071,0.6487572996476382,0.7513851060362688
0.66883778892772,0.6567420131571723,0.7488302255744116
0.6650523767665647,0.6501281332662617,0.7514374839956235
0.6620689886546607,0.638873182641518,0.7552843541215635
0.6588438903399798,0.6362934113342483,0.7559536280466513
0.655445516736637,0.6358367276894265,0.7576762809320949
0.6519631043766692,0.6268599352932126,0.7593058174453523
0.6489972350173939,0.6299793769295582,0.7593698349512303
0.6455042461437887,0.6250738553269509,0.760882975999255
0.6425951567405199,0.618595693952326,0.7627511232162395
0.639806664952806,0.6195625436757585,0.7632399841702168
