Star,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2
DSCT_001026294,0.928808134712766,0.4411593372340425,0.00020700126319148936,0.0002730637779487763,2.6072746057892683e-07,2.902844527993386e-05,0.04340110320233775,0.08470470509293702,0.09978901433134249,0.014123120261579108
DSCT_001162150,0.9817003432446808,0.9598447824999999,0.1599308639680851,0.6391932752307804,0.3081599445931884,0.153103201252421,0.4663396014527299,0.2866134217045792,0.17127473497802903,0.1649423240537834
DSCT_001163943,0.9890659552659574,0.7806060950319149,0.6678431141702128,0.5105782710353254,0.5076655489838424,0.6081336855156436,0.6653868841760336,0.6412094123265211,0.5839717890968189,0.454922792521563
DSCT_001294670,0.9984941818617021,0.9980240292659575,0.9521403972234043,0.7221976940398507,0.32259900019531373,0.6149311950033967,0.5517379565441862,0.5105659300263258,0.5157186150194165,0.2000766305322263
DSCT_001430590,0.9934928436595745,0.9917761880106384,0.2951779660744681,0.6864277871172043,0.6573739580790254,0.21601568481406846,0.1983543466106292,0.5478898517470411,0.2952524270426402,0.3321630409819648
DSCT_001434660,0.974619546212766,0.9851167659893617,0.8613491254361701,0.37031295495336886,0.42428008517395316,0.38103131573847776,0.5342469034379626,0.2130315521672526,0.3089965121335092,0.28028303450171616
DSCT_001570023,0.9944478761489363,0.9896926502446808,0.8081580345212767,0.8865560471994228,0.44132580678400546,0.2944688599968782,0.5182596188449756,0.465310194529593,0.2904396956945036,0.1886527906165785
DSCT_001571717,0.965631677,0.09575198940425532,0.001834096164893617,0.015945007004615173,6.1135438094319936e-06,9.564556363771357e-05,0.34376756474375725,0.09254301326260204,0.04481328775464711,0.019765077617039183
DSCT_001572768,0.9252577026666667,0.3443123516666667,0.14413855333333334,0.11535586767907563,0.10946994452388022,0.047926568736632626,0.07679860650872188,0.0453918426452825,0.11516252811998123,0.11935616967578723
DSCT_001575977,0.9839052063191489,0.7853354604574467,0.6452077203617022,0.3185716130782895,0.3032752234991695,0.32497667662333846,0.23756763303104073,0.3029496429229224,0.2770229993348426,0.20404589954426786
DSCT_001576115,0.9962305902021277,0.8309415964680851,0.9183973756170212,0.8861065633753513,0.4526144472604736,0.3337090621761819,0.6456498121644588,0.6433765304849502,0.5216842979351257,0.4328456911397107
DSCT_001577039,0.9984340217765958,0.9795417789361702,0.9478003525957447,0.8935760888370111,0.2951660676725565,0.4442252058714153,0.6291234425090729,0.6511074753200754,0.4329842693231841,0.3609788274947316
