Star ID,Period,False Alarm Probability
1572768,5.392470824149819,0
1572768,167.35827860255085,0
1294670,0.09945133152727903,3.2764310114482663e-251
1026294,0.04622119352525693,7.39890575421775e-42
1430590,0.06445184055395425,1.4469177609278555e-104
1575977,6.066531845767713,1.5434500022861956e-43
1570023,0.06270312430080138,4.876002518719746e-48
1294670,0.09955878629873458,5.0992771870786875e-241
1163943,0.7466501622934278,0
1026294,0.046244349608806704,3.592124232411267e-41
1575977,6.198458579841556,3.0254733325886677e-50
1570023,167.3581740522786,2.695743769714292e-73
1430590,0.06444291474218322,7.202681546805446e-106
1163943,0.7504859466224855,0
1294670,0.09955321360526707,4.9537725323161264e-228
1162150,48.53225040813413,0
1576115,0.11208372914317206,2.7095608588249496e-288
1026294,0.04624224529799567,1.2744158986383614e-36
1571717,0.04809933802813938,6.747987518676724e-92
1575977,6.159859422443535,3.7417612508490404e-41
1430590,0.06445420399798617,1.2438892928631633e-97
1570023,0.06279332169827187,5.230203412148083e-34
1163943,0.7342875144281636,3.674809742632293e-245
1162150,0.06094621452084155,0
1294670,0.09954228843360174,1.0140526913264987e-234
1576115,167.3583839584171,0
1571717,0.04811910388059061,5.14093770132278e-86
1434660,24.315513164237927,0
1026294,0.04623852680333146,1.5578796257580522e-41
1575977,0.49971789402713607,nan
1434660,24.26612916189697,0
1430590,0.06444947624873308,2.763840868692163e-104
1570023,0.0627899687531319,2.4207734205558802e-36
1163943,0.7550727544818787,2.1788409109754107e-265
1162150,0.060946744031184864,0
1294670,0.09954114491480633,6.621180053186747e-239
1576115,0.11211069127556618,1.0921047091168324e-258
1571717,0.048108191076793386,2.965628541651192e-83
1434660,0.08473842421585628,0
1026294,0.04624410984005353,3.832641560463933e-42
1430590,0.06445102671421077,7.163976504787308e-107
1575977,0.49947694882405935,9.002370331372538e-23
1570023,0.06279268031861641,8.98815873798579e-40
1163943,0.7361147672509999,1.4099994690652214e-240
1162150,0.06094619749926062,0
1294670,0.09952978482887957,2.244420634770065e-240
1576115,0.11212263368490048,2.4766497914830437e-281
1571717,0.04810264227582803,5.487901838480273e-86
1026294,0.04624881997453393,6.172821818977929e-44
1434660,0.08473631028074448,0
1430590,0.06445104472612902,1.3556038256422328e-109
1575977,0.4997509423109033,3.9535873685849813e-25
1570023,0.06279207611557082,2.0784086147431242e-39
1163943,0.720341269172403,3.9638912869710563e-218
1294670,0.09954100723756329,2.2735523961570656e-220
1576115,0.11211729335543275,8.984312971321944e-288
1434660,0.08472527890238944,6.53002446094793e-286
1026294,0.04624473140858853,3.97908426827107e-40
1430590,0.06445591750866984,6.6627286054822526e-99
1575977,0.4995876966743074,6.761644648581488e-23
1570023,0.06278885560332614,3.8804814147000886e-33
1163943,0.7548388543059025,1.190347180160128e-219
1294670,0.09954524565159165,7.763797017967984e-244
1434660,0.082436168350202,2.0360474722312805e-226
1576115,0.11212133154601318,6.866585238304926e-305
1026294,0.046238770566648664,1.4981077005634589e-43
1162150,0.06094803594418589,0
1430590,0.0644488102177916,1.2537832712566235e-104
1571717,0.024252428598445192,1.094802364287539e-258
1575977,0.49917214534908155,1.112102051527707e-25
1570023,0.06278236132498383,8.106217301032433e-39
1294670,0.09953314004420061,7.120120473475313e-221
1163943,0.736011505120768,1.0812947398043474e-241
1162150,0.06094329813617492,5.724243190799148e-306
1576115,0.11211416767473091,1.2947694734140444e-280
1434660,473.2641767167661,8.315945166398437e-256
1026294,0.04624312272757916,1.5659757236929408e-42
1430590,0.0644506336362124,1.1984464319883846e-97
1575977,0.49947574071353923,2.4014271036061054e-24
1571717,0.04810694936858015,1.0205718708697315e-86
1570023,0.06277004455100675,5.319679395083345e-42
1294670,0.09955573770273426,3.622504438385556e-240
1163943,0.7331390790863812,4.3381178016533176e-253
1162150,0.0609483763710897,0
1430590,0.06444775761959103,8.089138990778899e-108
1434660,0.08243930046511608,1.8001678387835845e-215
1576115,0.11211018147129756,7.890926227328943e-290
1575977,0.4997099847141319,3.564371186375224e-27
1026294,0.04624393697810186,9.467190134580692e-44
1571717,0.048115492460453956,8.389886735311095e-89
1570023,0.06276832037638885,1.4642122041661731e-46
1294670,0.0995411620918849,3.0163759912529075e-242
1163943,0.7326167843255887,0
1430590,0.06445470228082517,5.866812037012285e-111
1162150,0.06094842088939727,0
1575977,0.4994413848547339,3.4509966664458484e-28
1576115,0.11212721112891243,1.2480443634434888e-273
1434660,0.0847257792609361,7.028483502565327e-300
1570023,0.06276812879852844,2.591580315935746e-45
1026294,0.04624897262364578,5.611903832493e-45
1571717,0.048107205335984296,8.247331999816437e-86
1294670,0.09954464445568147,nan
1163943,0.7322638267798359,2.17445619503e-312
1576115,0.11212514279518498,4.49338759327137e-301
1430590,0.06445556792007884,1.7908965060448405e-105
1575977,0.49946422005961855,4.474280677885585e-25
1162150,0.06094939140238851,0
1571717,0.04810068820583124,9.021872230275661e-86
1434660,0.08243773836836803,9.305232812685145e-215
1570023,0.06277210827702451,1.0890924565782256e-42
1026294,0.046240515872240505,2.1354414132866861e-44
1294670,0.09955754735863052,4.323181707890029e-239
1163943,0.733352177680281,1.7167096094298003e-287
1430590,0.06445526648708187,1.5776757972090577e-106
1575977,0.49935235804906336,1.7610770242515816e-24
1434660,0.08473948742738484,0
1026294,0.04624466907355803,9.27309312921664e-46
1576115,0.11212418758537426,3.80347928251332e-310
1570023,0.06277018344186704,4.192968379954618e-43
1571717,0.04810561665534393,1.203520397123813e-84
1162150,0.06095136771681604,0
1163943,0.7348124833725347,3.705829145570579e-307
1294670,0.09953742505615236,6.842415863441496e-245
1430590,0.06445420140477995,3.093160771688794e-107
1026294,0.04625095559883331,4.606066789005909e-47
1570023,0.06278703377470514,3.217217230257133e-37
1162150,0.06094030516035328,0
1434660,0.08473210167266701,2.390684e-317
1576115,0.11211991323020593,nan
1571717,0.04811123312354868,1.9253999284913065e-86
1575977,0.499448825769639,7.079545789225286e-26
1163943,0.7377480929051291,3.155544659926136e-253
1294670,0.09953073776169975,2.1599644617419744e-224
1430590,0.06445658996082994,6.268760876258164e-96
1026294,0.04624553371618682,1.773920651954238e-44
1576115,0.11212717462179335,2.8373350666860413e-295
1570023,0.06279037702767937,3.734189579426106e-34
1434660,0.08243830617393796,5.5761585562262034e-232
1162150,0.0609456059783304,0
1571717,0.048113351824495144,6.0117040558248626e-92
1575977,0.49929071405473363,5.508621702191062e-23
1163943,0.7371921675563464,6.958908353972325e-216
1294670,0.0995385294139284,2.3315872544977773e-235
1430590,0.064455673103433,1.8831539655974925e-102
1026294,0.04624613022288661,9.290013723880171e-48
1570023,0.0627867863651385,3.972536941955714e-33
1576115,0.11211863291650044,4.664244641244895e-300
1434660,0.08244448589552607,5.136849616661665e-232
1162150,0.060951564593462744,0
1575977,0.4996621926243707,1.0943746027057424e-23
1571717,0.04810060219381856,1.1206973245477698e-86
1163943,0.7556514929410054,7.913354285467267e-271
1294670,0.09953824538456686,nan
1430590,0.06445737002112721,nan
1570023,0.06279081711418018,9.378320979200857e-36
1576115,0.11211859725362328,3.8701134055135156e-271
1026294,0.04623808857371603,4.720972677402756e-47
1162150,0.06094522059182725,0
1571717,0.04810867396635249,1.2028403848545194e-89
1434660,0.08472542222790262,1.9240107044888896e-297
1575977,0.4996269651063558,1.271514532964549e-23
1294670,0.09954641801637208,3.28058403687895e-240
1430590,0.06446469340699486,2.598495720526098e-105
1163943,0.7362525870557545,9.804327702158765e-228
1570023,0.06278233377482477,2.5079426375388848e-57
1026294,0.0462500991581224,nan
1575977,6.106787690604015,1.6338084297753286e-25
1576115,0.11212377401572482,5.534065050027287e-264
1162150,0.06094786555031218,0
1434660,0.08472442205486237,0
1571717,0.048113985565082874,5.429559996091238e-92
1163943,0.7283327834698833,nan
1576115,0.1121119768579569,1.3883096845473048e-260
1434660,0.08244522766559564,1.4787589751894365e-232
1162150,0.06095475724128524,0
1571717,0.048109462534518546,1.0090519780814406e-84
1576115,158.7764761067228,6.111649370799781e-308
1434660,0.08473103767444985,nan
1162150,429.2102509838878,0
1571717,0.048106959185520916,7.656200391385074e-85
1434660,0.08243847205120464,7.107131210162998e-234
1162150,0.06094837516862212,0
1571717,0.048101665703214204,5.9271631607605665e-87
1571717,0.04811409712697655,1.944797189156378e-92
1162150,158.77656370663317,nan
1577039,0.10761032219597191,0
1577039,167.3584019480768,0
1577039,0.10759582788204794,0
1577039,0.10758150724872859,0
1577039,0.10757777827679496,0
1577039,473.2641357863031,0
1577039,0.1076016924885865,0
1577039,0.10760093585477763,0
1577039,0.10758119005723377,0
1577039,0.10758534311447415,0
1577039,0.10759066092388138,0
1577039,0.10759734744907444,0
1577039,0.10759882183836862,0
1577039,0.10757724985922261,0
1577039,0.10759911323677378,0
1577039,0.1075983197730137,0
1577039,0.10758993921568288,0
1577039,0.10757212276509528,0
2162904,0.06997633773030233,1.2537412508542156e-124
2162904,0.0699777850397989,1.2150609950118999e-131
2162904,0.06997966478092212,4.88842301255268e-121
2162904,0.06997013767411696,7.706858297027406e-128
2162904,0.06997452199648839,3.7188470651308887e-121
2162904,0.06997398246578364,1.5999802207763452e-128
2162904,0.0699711936800215,3.8635791379993323e-118
2162904,0.06997359716975957,6.331569460393197e-128
1724961,0.5285980952719357,0
1724961,0.5275245300416155,0
1724961,83.67920723194402,0
1724961,34.11615807651497,0
1724961,63.749726576107996,0
1724961,0.5346914189877439,0
1577912,0.04144514106442279,2.0428403948760865e-221
1577912,0.049150787092385115,1.4308008007936407e-202
1724961,0.5337064434149346,0
1577912,0.04915328511533546,3.868515725379133e-192
2166218,0.5574802716636977,2.3082875924721705e-144
1724961,0.5344288463031676,0
2166218,12.133062359307585,2.514477963615363e-196
2158208,0.05471499922471624,0
1577912,0.049151675510882925,nan
2166218,0.6973268309111517,1.4674428909781424e-182
1724961,0.533923414906903,0
2158208,167.35817070999474,0
2166218,0.5557774058261226,1.0752221842074099e-149
1577912,0.04915484980414402,1.8806512548118846e-202
1724961,0.5341581759638189,0
2158208,0.054673260360444814,0
2166218,0.5557262703407777,4.236252221721424e-161
1577912,0.04915498243054474,3.160683964764382e-209
1724961,0.5340422317680259,0
2158208,0.05466721371527192,0
1577912,0.04915503497744423,1.444720120723656e-190
2166218,0.6994225238549152,2.881550213372981e-160
2158208,0.05467310200111785,0
1724961,0.5337623434735943,0
1577912,0.04915381864785568,3.3230097453388857e-209
2166218,0.5561269682074679,2.9313623611705573e-157
2282763,48.5320564619542,8.284628486062661e-36
2168420,0.05231587841933543,5.053751911120265e-28
2158208,0.05468096254660251,0
1724961,0.533923414261151,1.4774981525619285e-27
2282763,167.35734141206194,4.8444810559401714e-14
1577912,0.04915377753651654,7.7885103683244e-192
2166218,0.6995791810347847,1.9986168648118928e-178
2158208,0.05467846871080225,0
2168420,0.05232546328278032,1.1546933544051846e-24
1724961,473.26414457042125,0
1577912,0.04915658709219767,2.8722843355496705e-194
2282763,0.30906406898716327,2.655100733362941e-15
2166218,0.698061245492454,2.4702884703232502e-197
1718594,0.024053166176743312,0
2168420,0.05232741344758242,3.011192895446636e-28
1718594,0.0545919195710677,0
2158208,0.05466953580357346,0
1724961,37.4274597870226,0
2011424,0.1689371920150013,2.5866724950569613e-162
2011424,0.16910175523472334,6.425993582753984e-149
2282763,0.4777830830776899,7.358929952941831e-15
1577912,0.04915265553965202,2.0346507125708344e-213
2166218,0.699117249514638,1.030141788566842e-268
1718594,0.05456739008912768,0
2168420,0.052328282284682434,6.964311118689972e-28
1724961,55.844885108654125,0
2158208,0.05467853766341526,0
2011424,0.16887804469820894,5.2058114580094186e-148
1577912,0.04915249537986319,1.4078017638546173e-206
2166218,0.6989671936936477,2.423710828188381e-263
2282763,0.3090384477154851,2.489335477315542e-17
1718594,0.054558905284100206,0
